Delta_mean,Delta_median,Delta_std,Delta_min,Delta_max,Theta_mean,Theta_median,Theta_std,Theta_min,Theta_max,Alpha_mean,Alpha_median,Alpha_std,Alpha_min,Alpha_max,Beta_mean,Beta_median,Beta_std,Beta_min,Beta_max,Gamma_mean,Gamma_median,Gamma_std,Gamma_min,Gamma_max,Delta_TP9_trend,Delta_AF7_trend,Delta_AF8_trend,Delta_TP10_trend,Theta_TP9_trend,Theta_AF7_trend,Theta_AF8_trend,Theta_TP10_trend,Alpha_TP9_trend,Alpha_AF7_trend,Alpha_AF8_trend,Alpha_TP10_trend,Beta_TP9_trend,Beta_AF7_trend,Beta_AF8_trend,Beta_TP10_trend,Gamma_TP9_trend,Gamma_AF7_trend,Gamma_AF8_trend,Gamma_TP10_trend,Delta_TP9_correlation,Theta_TP9_correlation,Alpha_TP9_correlation,Beta_TP9_correlation,Gamma_TP9_correlation,Delta_AF7_correlation,Theta_AF7_correlation,Alpha_AF7_correlation,Beta_AF7_correlation,Gamma_AF7_correlation,Delta_AF8_correlation,Theta_AF8_correlation,Alpha_AF8_correlation,Beta_AF8_correlation,Gamma_AF8_correlation,Delta_TP10_correlation,Theta_TP10_correlation,Alpha_TP10_correlation,Beta_TP10_correlation,Gamma_TP10_correlation,Result_trend
0.099958693,-0.039753385,0.317819921,-0.29926696,0.7655007,0.444348942,0.5913767,0.319203096,-0.20130378,0.8196338,0.332871968,0.34195948,0.204676251,-0.05266204,0.70486,0.461484968,0.5019057,0.083523034,0.3030019,0.57019955,-0.042436102,-0.033668544,0.071999687,-0.20550212,0.09717276,0.023351514,-0.130037006,-0.090503612,-0.02176443,-0.053360012,-0.059405607,0.008446027,0.007972691,-0.02482925,-0.07412702,-0.029099121,0.020695982,-0.038581745,-0.010058051,-0.024373963,0.028675109,0.003949752,-0.022569851,-0.010182528,-0.013259614,-5.275410374,6.944062825,2.887944954,5.429940501,-2.854758531,6.444596198,6.874975474,4.231990425,0.959916764,3.660083503,6.733029097,3.906274144,4.349928265,6.94766088,3.604221869,0.626355605,3.954999357,-1.897882183,-7.972656314,5.748695713,1.0
0.53864635996,0.5946889,0.2257546330724904,0.14121391,1.095929,0.58154016556,0.5380706,0.2598681729128478,0.20642565,1.1143923,0.7866699677100001,0.7507217,0.1744803930280367,0.4982279,1.1742129,0.550899588375,0.52668947,0.1460594254969728,0.30852848,0.8808028,-0.170367956153,-0.18241279,0.1024961768321684,-0.31287608,0.041016355,0.095896913540721,0.020589659916096,-0.0579653055159171,0.0414337800354152,0.0530671786564077,-0.0129890396559614,0.0076708132482634,0.0593144790691926,0.0947556844560075,-0.0041179498882316,0.0818070697171555,0.0576447626208332,0.0141229487227095,0.0185495753776108,0.0280735623184664,0.0543913503146971,-0.0077126195260462,0.0469715994142817,0.0532714396082133,0.0047513935377104,7.057718621941989,5.234982849322283,3.254238098488272,0.9434874659798128,0.6668475753516299,0.700146628143814,-3.842519187837276,-3.04486383170799,3.45416862763493,4.948195460226755,-7.174657898539948,2.511880416066578,5.486645453851745,5.511910647553529,6.2043308298114805,3.0535040700755767,5.318246416940439,5.069110220759036,6.03862843025864,1.9404394316757445,0.0
-0.164000859,-0.23982793,0.173665564,-0.42627084,0.20865431,0.103040132,0.044847902,0.227171987,-0.13645652,0.8196338,0.413655599,0.4422269,0.196607414,0.119064234,0.7459635,0.477897604,0.46513775,0.051487324,0.38939688,0.5802316,-0.077336354,-0.10224252,0.094917863,-0.20828687,0.14711572,0.00567805,0.051593841,0.029521995,0.010355883,-0.061093488,-0.036054276,-0.038487163,-0.052985987,0.074255072,0.058514378,0.076469091,0.083932224,0.030800616,0.008260054,0.042572918,0.011808525,0.012588333,-0.022716303,-0.026117508,-0.010459811,-4.092346154,-0.08305883,4.411053125,5.769485964,5.790970889,5.611402377,1.69705555,4.656668867,5.255720814,-5.853102843,7.109828754,2.431902604,6.86058928,4.238419829,-1.113834263,0.288328739,2.960184341,7.063802212,5.022223449,-0.614766819,1.0
-0.301412908054,-0.3272051,0.1501395014342545,-0.5665124,0.059785098,0.187045344899,0.14967991,0.2831540247982337,-0.506819,0.5584284,0.120532910157,0.13639228,0.084326643839789,-0.07213367,0.27325386,-0.109327115236,-0.1309618,0.0885583178422219,-0.23172331,0.07071866,-0.524702745635,-0.51799303,0.0655785218469574,-0.6966925,-0.42672098,0.0002479712910408,0.0138623676192786,-0.0281374528392782,-0.0315312425746991,-0.0159060907052922,-0.0130117611730241,-0.0306201326196485,-0.0112071905997371,0.0218780490974877,-0.0186910349742525,0.0205721425397294,0.0094549235595005,-0.0298818077905691,-0.0243275667071727,0.0102393176394505,-0.0048385963549009,-0.039639451360831,0.0100919593579434,-0.01015978722083,-0.011383381072533,-1.640598182430503,1.387687539138498,-1.1112942345136727,1.3505618582484322,0.4300991121434749,-3.4047874660384414,-0.6113091606557943,2.0002512179550505,1.9845707002766184,-1.4083509262459684,-1.3875332974936057,-0.1475363357341522,-1.1001090055421914,-1.3281117414939474,0.392625159050034,-0.0516380016750981,2.182456521435065,2.0589597967579647,2.4531221892999047,2.6909243759745616,0.0
-0.135955387,-0.16592187,0.205464708,-0.4706405,0.24355574,0.151960437,0.16205478,0.155738536,-0.26096177,0.41720065,0.553939552,0.561166,0.208720378,0.06353819,0.87299865,0.449606083,0.45695266,0.063298576,0.3001523,0.5631758,-0.121756578,-0.12888221,0.057305594,-0.23602335,0.014339891,0.073493778,-0.003163547,0.063317841,0.021691869,0.00568946,0.01123546,-0.007433261,-0.010771541,0.09942835,0.036830863,0.021977676,0.098347971,0.031322205,0.002551746,0.006828969,0.037189992,-0.00578926,0.005841243,0.0283466,-0.015031449,5.081590562,3.494944753,5.51641328,5.063691497,2.304714254,6.058292419,7.336694109,7.627454652,4.598127357,-1.341157939,5.061150026,-3.205712786,6.426675259,5.871329136,1.63445701,5.68884233,0.701884974,5.704427201,6.990110599,-1.708064559,1.0
0.675164032,0.52962524,0.369167068,0.07511969,1.1841472,0.629060577,0.59809124,0.222647205,0.2956215,1.0784687,0.852775054,0.7911428,0.172111137,0.46262637,1.1513546,0.500570084,0.4686222,0.10025749,0.3227626,0.69374585,0.097466919,0.000261,0.197373734,-0.12026547,0.5335334,0.060394779,0.040471985,-0.041880435,0.112558739,0.074963863,0.085191698,0.083053542,0.072951541,0.025663312,0.020532672,0.036557346,0.041737598,0.002565606,-0.024648783,-0.025008156,-0.003302418,-0.061065262,-0.010652903,-0.019172171,-0.085805003,2.888496297,2.980821225,0.926923528,0.456128143,-1.872660632,4.819969359,1.951849036,0.759057389,-3.571721732,0.979923947,2.248106487,2.647660879,1.762703415,-1.615942813,-4.247748193,3.144932814,2.85732679,1.187072836,3.923836556,-1.004294499,2.0
0.353054396,0.31017354,0.246487536,-0.16488063,0.81171125,0.507324848,0.429314,0.298370743,-0.047795836,1.0823952,0.821346358,0.6764538,0.366590089,0.5308255,1.6833489,0.57515281,0.5795411,0.17425309,0.2631634,0.83176017,-0.028382644,-0.022542227,0.048930881,-0.15557998,0.06291366,0.008081686,-0.030364174,-0.013293641,-0.077244762,0.097449618,0.053809909,0.103055054,0.067848937,0.022389955,-0.014085157,-0.047285197,-0.096462485,-0.03341411,-0.005258231,-0.030813558,-0.052723141,0.002200389,-0.011126305,0.022490952,-0.005097485,-1.581722709,-1.130662134,1.783812398,-0.884528839,-0.863951401,2.211583257,2.183733434,1.214829985,-2.137035013,-0.811668588,1.132605877,0.38077319,2.989170557,3.213113845,-2.402376063,2.517130801,1.491823844,3.404579108,3.265234764,2.152978957,1.0
0.0462198725422711,-0.076780684,0.3323104273258701,-0.30868968,0.7123186,-0.0372105216008004,-0.0745641,0.2306558028103251,-0.4678522,0.39111534,0.1710426742206102,0.16940077,0.0770998095615746,-0.005949043,0.30927366,0.0243042661210605,0.027401425,0.087055418503547,-0.14844269,0.16323882,-0.3296435168284142,-0.36117807,0.0917397858621847,-0.5476715,-0.11983044,-0.0217922728467757,-0.0423999694977566,-0.0345863520313715,-0.0343510287920941,-0.002979681830653,0.0074188398042726,0.038537028448189,-0.0342429200570263,0.0444561515093004,0.010963842285121,-0.0175902049025208,-0.0660362004520184,-0.027001106534806,-0.0122464194299182,0.0126037035550916,-0.0393782427853492,-0.0128993538856812,0.0181112725958336,-0.001341342608729,-0.0169514178430864,5.775187341999318,3.804440685401506,-6.435334282868004,2.852882402497465,2.2616693310944034,7.40796872636146,6.819924667464262,-0.1657454055590899,2.8605931437855894,-2.9505427722789905,3.3101133045841387,1.250078271974532,5.7292719690826965,2.481383261587795,1.6267829700223246,7.672525617376323,8.000299315247997,5.39906467166759,7.141205541927782,-0.8240002591835397,0.0
0.356084679,0.3392007,0.198406779,-0.011066671,0.6757692,0.275413085,0.19802202,0.235823327,0.12412328,1.0218799,0.653333087,0.6318631,0.203004374,0.29491082,1.0416003,0.43565922,0.4084036,0.126827322,0.25253284,0.7002186,-0.340297817,-0.318146,0.082753454,-0.5006144,-0.20945503,0.00567805,0.051593841,0.029521995,0.010355883,-0.061093488,-0.036054276,-0.038487163,-0.052985987,0.074255072,0.058514378,0.076469091,0.083932224,0.030800616,0.008260054,0.042572918,0.011808525,0.012588333,-0.022716303,-0.026117508,-0.010459811,-4.092346154,-0.08305883,4.411053125,5.769485964,5.790970889,5.611402377,1.69705555,4.656668867,5.255720814,-5.853102843,7.109828754,2.431902604,6.86058928,4.238419829,-1.113834263,0.288328739,2.960184341,7.063802212,5.022223449,-0.614766819,1.0
0.373267299,0.3448013,0.331763385,-0.72327965,0.98957413,0.387147504,0.33625183,0.369351134,-0.18694174,1.116608,0.735141953,0.7367099,0.253237436,0.29399014,1.0860113,0.39214394,0.32415107,0.143132734,0.23265693,0.66191304,-0.340333309,-0.3489634,0.060285625,-0.45068082,-0.21527527,0.100401562,0.005433834,-0.014869585,0.075686463,0.128096459,0.097727128,0.132155063,0.124829166,0.077050552,0.045694338,0.075599235,0.135693096,0.043031695,0.026217874,0.007044148,0.039731229,-0.020550493,-0.014490715,-0.003670656,-0.03586437,6.947436004,8.031045472,7.368925844,7.285415955,-5.497248416,2.477037247,7.473307524,7.976117328,5.214394111,-5.830431059,-6.537986169,7.451164934,7.600353861,4.138059023,-4.697401157,5.817833551,8.00994115,7.039170533,4.606427852,-8.587233732,1.0
-0.164000859,-0.23982793,0.173665564,-0.42627084,0.20865431,0.103040132,0.044847902,0.227171987,-0.13645652,0.8196338,0.413655599,0.4422269,0.196607414,0.119064234,0.7459635,0.477897604,0.46513775,0.051487324,0.38939688,0.5802316,-0.077336354,-0.10224252,0.094917863,-0.20828687,0.14711572,0.00567805,0.051593841,0.029521995,0.010355883,-0.061093488,-0.036054276,-0.038487163,-0.052985987,0.074255072,0.058514378,0.076469091,0.083932224,0.030800616,0.008260054,0.042572918,0.011808525,0.012588333,-0.022716303,-0.026117508,-0.010459811,-4.092346154,-0.08305883,4.411053125,5.769485964,5.790970889,5.611402377,1.69705555,4.656668867,5.255720814,-5.853102843,7.109828754,2.431902604,6.86058928,4.238419829,-1.113834263,0.288328739,2.960184341,7.063802212,5.022223449,-0.614766819,1.0
1.0518715134436087,1.1113876,0.5249971385115002,0.23358585,1.6181557,0.8536639661403508,0.7469119,0.2886169738209974,0.3778428,1.2005666,1.0363577227769425,0.97752726,0.2755106774371538,0.54927933,1.5375395,0.6388070505964911,0.7088509,0.117769107946547,0.37711012,0.8214687,0.0441892824862155,-0.08728502,0.2511381342871368,-0.18899034,0.6207073,-0.1402425378222833,0.1316709921515299,0.0064931028219056,-0.0997173152076866,-0.0364834764066967,0.0537194838918606,0.0220358117796654,-0.0285318772939041,-0.1054285914921676,0.0059543472570858,-0.008900921770738,0.0035695065244167,0.0017607686593172,-0.0020625266543978,-0.0057510539228068,-0.0191488233209177,0.0587644706699809,-0.0383322726138987,0.0059747843744279,0.0311543516401829,6.078876363900035,4.012588727156549,-1.6025844785947023,7.859595442039815,1.1250018464528917,6.025661336978976,8.56469250723174,4.942381685537658,2.7463168953783046,4.872739320389176,10.01884066559195,9.705974715752635,8.524861256972134,8.58651221861404,4.029546762527136,5.944276987049811,6.338999571468287,2.158101282173876,8.145110321781225,-6.439000022883436,0.0
0.241930895178,0.23564234,0.1065175645522959,0.03190974,0.5318149,0.6082351857239999,0.6674734,0.1877788652800389,0.05749502,0.841871,0.5925703986749999,0.6470963,0.116574087526633,0.29492426,0.7356767,0.2457808347799999,0.27184376,0.0706608650166756,0.0821136,0.34916657,-0.26659124443,-0.28290325,0.0712961030794339,-0.3987738,-0.13621081,0.0002479712910408,0.0138623676192786,-0.0281374528392782,-0.0315312425746991,-0.0159060907052922,-0.0130117611730241,-0.0306201326196485,-0.0112071905997371,0.0218780490974877,-0.0186910349742525,0.0205721425397294,0.0094549235595005,-0.0298818077905691,-0.0243275667071727,0.0102393176394505,-0.0048385963549009,-0.039639451360831,0.0100919593579434,-0.01015978722083,-0.011383381072533,-1.640598182430503,1.387687539138498,-1.1112942345136727,1.3505618582484322,0.4300991121434749,-3.4047874660384414,-0.6113091606557943,2.0002512179550505,1.9845707002766184,-1.4083509262459684,-1.3875332974936057,-0.1475363357341522,-1.1001090055421914,-1.3281117414939474,0.392625159050034,-0.0516380016750981,2.182456521435065,2.0589597967579647,2.4531221892999047,2.6909243759745616,0.0
-0.222120049,-0.27697653,0.2340798,-0.502612,0.28876778,-0.268961092,-0.308478,0.184466042,-0.6659343,0.06945395,0.120207789,0.048427401,0.159114775,-0.07542707,0.38372967,0.356646894,0.35528067,0.068493338,0.23231874,0.49367553,0.111361396,0.12766007,0.075395806,-0.07338855,0.25360152,-0.042879914,-0.036443273,-0.063553264,-0.100379713,-0.000571072,-0.005962869,0.02227746,-0.037769293,0.01253831,0.010052046,0.048539774,-0.048234248,-0.019743016,0.02719049,-0.023510216,-0.007388519,0.026924965,0.001229626,-0.003195218,-0.007057115,4.574803049,1.170377582,-0.340069928,3.804849838,-1.393212346,4.072585432,3.946010115,-0.118867053,-2.696177779,2.60200685,3.8557073,2.920623194,0.756620721,1.780058549,-2.74390338,4.244092519,3.290797849,3.604797696,1.641471665,2.387045871,2.0
-0.121926896,-0.089936495,0.158927404,-0.5232711,0.10368062,-0.049666909,-0.04512399,0.140705336,-0.3450878,0.2428935,0.379349698,0.3610068,0.138718476,0.15737405,0.607747,0.394193429,0.4081392,0.055660868,0.14460862,0.4686109,0.196837126,0.18448512,0.070179977,0.08059076,0.3353118,0.03548928,0.002262814,-0.037699696,0.04988198,0.022781018,-0.003175578,0.062860661,0.046861411,0.035671515,0.030412887,-0.003634386,0.021515133,0.012190949,0.013788292,-0.006778642,0.016015944,0.002565117,0.013888552,-0.005042883,0.009635536,1.628330606,4.051867278,4.081670891,1.413504637,-0.856314631,-1.020701182,1.806488363,4.053860783,0.648422831,1.397506294,-4.05101182,4.066155381,-1.026166233,-1.70188005,-1.665499804,3.289541813,4.69026481,3.534615049,4.279558882,0.234649403,2.0
0.918070326976977,0.8389358,0.2982411431678669,0.53688973,1.545774,0.7298881733833834,0.66461575,0.2621118565241136,0.321854,1.3752724,0.7541903746146145,0.71265143,0.2331595739767928,0.49651596,1.269979,0.6874430842042043,0.79679877,0.268209282065473,0.21016239,0.98944324,0.4232574482182183,0.6866179,0.486787361792215,-0.37738556,0.90489954,-0.0379645687960335,-0.0640246622290163,0.066503992441317,-0.1217292094930961,-0.0336404274910933,-0.0186475381838951,0.0363788390026003,-0.0802703002716568,-0.0049748919511563,-0.0248078938720406,0.0109622433670669,-0.0187896686003159,-0.0799247686583426,-0.0051647874417016,0.0324112194844125,-0.0071956933845094,-0.1511616468909734,-0.0333356048797892,-0.009551771465709,0.0378567736133,4.961718256055903,4.725553926701181,4.306523861023926,0.27572014374124,-1.6428836017145716,2.419598329102711,2.761176544113014,2.941682219051996,-4.283049895383776,2.2296497862447726,1.1828811155164587,2.0298453128132223,2.537087849034534,-2.8478894618116213,-5.105723262492083,1.4624238090705122,0.9604614845514676,2.03860493252334,-0.9744244790507006,-3.356226692577863,0.0
0.764799705,1.0726087,0.481234698,-0.117354944,1.2562845,0.986320531,1.116608,0.272140996,0.23043124,1.2371383,0.733642244,0.8156813,0.23908442,0.41723597,1.0449841,0.288334577,0.20516628,0.185878541,0.08489642,0.6431117,-0.376947424,-0.43846786,0.097962806,-0.45998138,-0.17043312,-0.187251948,-0.078991442,-0.022304672,-0.181123656,-0.10157831,-0.0617802,-0.008388363,-0.13971688,0.052380666,0.005087596,-0.0249792,-0.020330723,0.038312925,0.015246152,0.019957478,0.037132883,0.006399144,0.018875115,0.037545835,-0.013646453,3.213845027,4.019092342,1.137560603,1.858054289,3.786703452,0.175991074,3.741464692,-0.282420375,1.514746601,-4.367972839,2.208012806,4.63374997,1.443685639,-2.793803028,-2.158042869,2.314850544,4.049813022,2.815474551,-5.678087089,0.865285591,1.0
0.084158198,0.1797782,0.292490631,-0.70311606,0.44219285,0.416491582,0.32803914,0.243751299,0.12453872,0.932637,0.479365282,0.44339153,0.142018627,0.2236742,0.7813856,0.57671584,0.5849342,0.077128233,0.40075395,0.69053286,0.368061336,0.3894617,0.066166606,0.22552246,0.459706,0.060394779,0.040471985,-0.041880435,0.112558739,0.074963863,0.085191698,0.083053542,0.072951541,0.025663312,0.020532672,0.036557346,0.041737598,0.002565606,-0.024648783,-0.025008156,-0.003302418,-0.061065262,-0.010652903,-0.019172171,-0.085805003,2.888496297,2.980821225,0.926923528,0.456128143,-1.872660632,4.819969359,1.951849036,0.759057389,-3.571721732,0.979923947,2.248106487,2.647660879,1.762703415,-1.615942813,-4.247748193,3.144932814,2.85732679,1.187072836,3.923836556,-1.004294499,2.0
